latitude,longitude,location,town,country
26.07,119.51,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.08,118.82,"('Fuzhou', 'China')",Fuzhou,China
26.08,119.23,"('Fuzhou', 'China')",Fuzhou,China
26.08,119.24,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.08,119.26,"('Fuzhou', 'China')",Fuzhou,China
26.08,119.3,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.08,119.34,"('Fuzhou', 'China')",Fuzhou,China
26.08,119.37,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.09,119.25,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.09,119.28,"('Fuzhou', 'China')",Fuzhou,China
26.09,119.29,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.09,119.3,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.09,119.31,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.09,119.37,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.1,117.82,"('Sanming', 'China')",Sanming,China
26.1,119.31,"('Fuzhou', 'China')",Fuzhou,China
26.1,119.34,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.1,119.36,"('Fuzhou', 'China')",Fuzhou,China
26.11,119.26,"('Fuzhou', 'China')",Fuzhou,China
26.11,119.27,"('Fuzhou', 'China')",Fuzhou,China
26.11,119.29,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.11,119.33,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.13,119.15,"('Fuzhou', 'China')",Fuzhou,China
26.13,119.3,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.14,108.42,"('Qiandongnan', 'China')",Qiandongnan,China
26.14,115.28,"('Ganzhou', 'China')",Ganzhou,China
26.14,119.29,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.14,119.3,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.14,119.66,"('Undefined', 'Undefined')",Undefined,Undefined
26.15,119.33,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.17,109.78,"('Huaihua', 'China')",Huaihua,China
26.17,118.73,"('Fuzhou', 'China')",Fuzhou,China
26.18,103.07,"('Kunming', 'China')",Kunming,China
26.19,118.67,"('Fuzhou', 'China')",Fuzhou,China
26.2,119.54,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.21,103.15,"('Kunming', 'China')",Kunming,China
26.21,119.54,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.21,119.55,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.22,109.15,"('Qiandongnan', 'China')",Qiandongnan,China
26.22,117.57,"('Sanming', 'China')",Sanming,China
26.22,119.53,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
26.23,117.6,"('Sanming Shi', 'China')",Sanming Shi,China
26.24,107.52,"('Qiannan', 'China')",Qiannan,China
26.24,111.63,"('Yongzhou Shi', 'China')",Yongzhou Shi,China
26.25,107.51,"('Qiannan Buyizumiaozuzizhizhou', 'China')",Qiannan Buyizumiaozuzizhizhou,China
26.25,107.52,"('Qiannan Buyizumiaozuzizhizhou', 'China')",Qiannan Buyizumiaozuzizhizhou,China
26.25,119.59,"('Fuzhou', 'China')",Fuzhou,China
26.26,105.95,"('Anshun', 'China')",Anshun,China
26.26,107.51,"('Qiannan Buyizumiaozuzizhizhou', 'China')",Qiannan Buyizumiaozuzizhizhou,China
26.26,107.52,"('Qiannan Buyizumiaozuzizhizhou', 'China')",Qiannan Buyizumiaozuzizhizhou,China
26.29,107.51,"('Qiannan', 'China')",Qiannan,China
26.29,111.77,"('Yongzhou', 'China')",Yongzhou,China
26.29,117.64,"('Sanming', 'China')",Sanming,China
26.31,114.52,"(""Ji'an"", 'China')",Ji'an,China
26.33,114.5,"(""Ji'an"", 'China')",Ji'an,China
26.37,116.69,"('Sanming', 'China')",Sanming,China
26.38,106.63,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.4,111.29,"('Yongzhou Shi', 'China')",Yongzhou Shi,China
26.4,117.78,"('Sanming', 'China')",Sanming,China
26.41,106.54,"('Guiyang', 'China')",Guiyang,China
26.41,106.55,"('Guiyang', 'China')",Guiyang,China
26.41,112.86,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.42,106.41,"('Anshun', 'China')",Anshun,China
26.42,111.62,"('Yongzhou Shi', 'China')",Yongzhou Shi,China
26.42,112.85,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.42,99.41,"('Nujiang', 'China')",Nujiang,China
26.43,116.01,"('Ganzhou', 'China')",Ganzhou,China
26.43,117.06,"('Sanming', 'China')",Sanming,China
26.44,106.66,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.44,117.06,"('Sanming', 'China')",Sanming,China
26.45,111.6,"('Yongzhou Shi', 'China')",Yongzhou Shi,China
26.45,111.61,"('Yongzhou', 'China')",Yongzhou,China
26.46,111.6,"('Yongzhou Shi', 'China')",Yongzhou Shi,China
26.48,119.13,"('Fuzhou', 'China')",Fuzhou,China
26.49,111.89,"('Yongzhou', 'China')",Yongzhou,China
26.5,106.7,"('Guiyang', 'China')",Guiyang,China
26.51,106.69,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.52,106.69,"('Guiyang', 'China')",Guiyang,China
26.55,106.7,"('Guiyang', 'China')",Guiyang,China
26.56,106.45,"('Guiyang', 'China')",Guiyang,China
26.56,106.47,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.56,106.66,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.56,106.7,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.56,108.01,"('Qiandongnan', 'China')",Qiandongnan,China
26.56,119.6,"('Ningde Shi', 'China')",Ningde Shi,China
26.57,106.71,"('Guiyang', 'China')",Guiyang,China
26.57,107.97,"('Qiandongnan Miaozudongzuzizhizhou', 'China')",Qiandongnan Miaozudongzuzizhizhou,China
26.57,107.98,"('Qiandongnan Miaozudongzuzizhizhou', 'China')",Qiandongnan Miaozudongzuzizhizhou,China
26.57,119.6,"('Ningde', 'China')",Ningde,China
26.58,101.71,"('Panzhihua Shi', 'China')",Panzhihua Shi,China
26.58,104.88,"('Liupanshui Shi', 'China')",Liupanshui Shi,China
26.58,106.71,"('Guiyang', 'China')",Guiyang,China
26.58,106.72,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.59,104.82,"('Liupanshui', 'China')",Liupanshui,China
26.59,106.7,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.59,106.71,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.59,106.72,"('Guiyang', 'China')",Guiyang,China
26.59,111.86,"('Yongzhou Shi', 'China')",Yongzhou Shi,China
26.59,118.75,"('Ningde', 'China')",Ningde,China
26.6,106.62,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.6,106.65,"('Guiyang', 'China')",Guiyang,China
26.6,106.71,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.6,111.24,"('Shaoyang', 'China')",Shaoyang,China
26.61,106.62,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.61,106.71,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.62,106.71,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.62,106.72,"('Guiyang', 'China')",Guiyang,China
26.62,117.79,"('Sanming', 'China')",Sanming,China
26.63,107.53,"('Qiannan Buyizumiaozuzizhizhou', 'China')",Qiannan Buyizumiaozuzizhizhou,China
26.64,118.18,"('Nanping', 'China')",Nanping,China
26.65,119.53,"('Ningde Shi', 'China')",Ningde Shi,China
26.65,119.55,"('Ningde Shi', 'China')",Ningde Shi,China
26.66,119.51,"('Ningde Shi', 'China')",Ningde Shi,China
26.66,119.53,"('Ningde', 'China')",Ningde,China
26.66,119.54,"('Ningde Shi', 'China')",Ningde Shi,China
26.67,119.52,"('Ningde', 'China')",Ningde,China
26.68,100.75,"('Lijiang', 'China')",Lijiang,China
26.69,106.63,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.71,106.62,"('Guiyang Shi', 'China')",Guiyang Shi,China
26.72,113.24,"('Chenzhou', 'China')",Chenzhou,China
26.73,106.63,"('Guiyang', 'China')",Guiyang,China
26.73,117.46,"('Sanming', 'China')",Sanming,China
26.8,112.08,"('Hengyang', 'China')",Hengyang,China
26.8,114.88,"('Jian Shi', 'China')",Jian Shi,China
26.8,119.98,"('Ningde', 'China')",Ningde,China
26.81,100.25,"('Lijiang Shi', 'China')",Lijiang Shi,China
26.82,106.68,"('Guiyang', 'China')",Guiyang,China
26.82,119.72,"('Ningde', 'China')",Ningde,China
26.84,112.65,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.85,112.64,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.85,116.32,"('Fuzhou', 'China')",Fuzhou,China
26.86,100.24,"('Lijiang Shi', 'China')",Lijiang Shi,China
26.86,112.64,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.87,109.71,"('Huaihua', 'China')",Huaihua,China
26.87,109.72,"('Huaihua', 'China')",Huaihua,China
26.87,110.53,"('Shaoyang', 'China')",Shaoyang,China
26.88,100.22,"('Lijiang Shi', 'China')",Lijiang Shi,China
26.88,100.23,"('Lijiang', 'China')",Lijiang,China
26.88,110.53,"('Shaoyang', 'China')",Shaoyang,China
26.88,112.6,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.88,112.68,"('Hengyang', 'China')",Hengyang,China
26.88,114.77,"(""Ji'an"", 'China')",Ji'an,China
26.89,112.6,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.89,112.61,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.89,112.68,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.9,112.58,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.9,112.6,"('Hengyang', 'China')",Hengyang,China
26.9,112.61,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.9,117.18,"('Sanming Shi', 'China')",Sanming Shi,China
26.91,100.22,"('Lijiang Shi', 'China')",Lijiang Shi,China
26.91,102.12,"('Panzhihua Shi', 'China')",Panzhihua Shi,China
26.91,112.55,"('Hengyang', 'China')",Hengyang,China
26.91,112.56,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.91,112.61,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.91,119.63,"('Ningde', 'China')",Ningde,China
26.92,100.23,"('Lijiang', 'China')",Lijiang,China
26.92,102.13,"('Panzhihua', 'China')",Panzhihua,China
26.92,112.5,"('Hengyang', 'China')",Hengyang,China
26.93,102.16,"('Panzhihua', 'China')",Panzhihua,China
26.93,108.79,"('Qiandongnan', 'China')",Qiandongnan,China
26.94,108.86,"('Qiandongnan', 'China')",Qiandongnan,China
26.95,108.15,"('Qiandongnan', 'China')",Qiandongnan,China
26.95,112.41,"('Hengyang', 'China')",Hengyang,China
26.95,119.97,"('Ningde', 'China')",Ningde,China
26.96,108.67,"('Qiandongnan', 'China')",Qiandongnan,China
26.96,108.68,"('Qiandongnan Miaozudongzuzizhizhou', 'China')",Qiandongnan Miaozudongzuzizhizhou,China
26.96,112.41,"('Hengyang Shi', 'China')",Hengyang Shi,China
26.97,108.68,"('Qiandongnan Miaozudongzuzizhizhou', 'China')",Qiandongnan Miaozudongzuzizhizhou,China
26.99,115.74,"(""Ji'an"", 'China')",Ji'an,China
27.04,114.9,"('Jian Shi', 'China')",Jian Shi,China
27.04,114.92,"('Jian Shi', 'China')",Jian Shi,China
27.08,113.22,"('Zhuzhou', 'China')",Zhuzhou,China
27.08,119.65,"('Ningde Shi', 'China')",Ningde Shi,China
27.09,119.64,"('Ningde', 'China')",Ningde,China
27.09,119.65,"('Ningde', 'China')",Ningde,China
27.1,119.63,"('Ningde Shi', 'China')",Ningde Shi,China
27.11,119.63,"('Ningde Shi', 'China')",Ningde Shi,China
27.12,114.97,"(""Ji'an"", 'China')",Ji'an,China
27.12,114.98,"('Jian Shi', 'China')",Jian Shi,China
27.12,115.01,"('Jian Shi', 'China')",Jian Shi,China
27.18,114.97,"(""Ji'an"", 'China')",Ji'an,China
27.19,111.43,"('Shaoyang Shi', 'China')",Shaoyang Shi,China
27.2,111.43,"('Shaoyang', 'China')",Shaoyang,China
27.23,105.62,"('Bijie', 'China')",Bijie,China
27.23,111.44,"('Shaoyang Shi', 'China')",Shaoyang Shi,China
27.23,111.47,"('Shaoyang Shi', 'China')",Shaoyang Shi,China
27.24,111.46,"('Shaoyang', 'China')",Shaoyang,China
27.24,111.47,"('Shaoyang Shi', 'China')",Shaoyang Shi,China
27.24,112.86,"('Hengyang Shi', 'China')",Hengyang Shi,China
27.25,102.3,"('Liangshan', 'China')",Liangshan,China
27.25,111.48,"('Shaoyang Shi', 'China')",Shaoyang Shi,China
27.26,108.96,"('Tongren', 'China')",Tongren,China
27.29,120.2,"('Ningde Shi', 'China')",Ningde Shi,China
27.3,116.93,"('Fuzhou', 'China')",Fuzhou,China
27.31,120.21,"('Ningde Shi', 'China')",Ningde Shi,China
27.32,110.14,"('Huaihua', 'China')",Huaihua,China
27.32,111.45,"('Shaoyang', 'China')",Shaoyang,China
27.32,118.12,"('Nanping', 'China')",Nanping,China
27.33,103.71,"('Zhaotong Shi', 'China')",Zhaotong Shi,China
27.33,117.49,"('Nanping Shi', 'China')",Nanping Shi,China
27.34,107.51,"('Zunyi Shi', 'China')",Zunyi Shi,China
27.35,107.51,"('Zunyi', 'China')",Zunyi,China
27.35,117.49,"('Nanping Shi', 'China')",Nanping Shi,China
27.36,111.63,"('Shaoyang', 'China')",Shaoyang,China
27.37,118.84,"('Nanping', 'China')",Nanping,China
27.38,112.02,"('Loudi', 'China')",Loudi,China
27.38,114.61,"('Jian Shi', 'China')",Jian Shi,China
27.4,116.67,"('Fuzhou', 'China')",Fuzhou,China
27.41,116.21,"('Fuzhou', 'China')",Fuzhou,China
27.41,119.95,"('Wenzhou', 'China')",Wenzhou,China
27.46,106.23,"('Bijie Shi', 'China')",Bijie Shi,China
27.46,112.19,"('Loudi', 'China')",Loudi,China
27.47,112.35,"('Loudi', 'China')",Loudi,China
27.48,119.93,"('Wenzhou', 'China')",Wenzhou,China
27.48,119.94,"('Wenzhou', 'China')",Wenzhou,China
27.49,120.57,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.5,120.38,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.51,112.1,"('Loudi', 'China')",Loudi,China
27.51,112.72,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.51,120.42,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.52,120.39,"('Wenzhou', 'China')",Wenzhou,China
27.52,120.56,"('Wenzhou', 'China')",Wenzhou,China
27.53,120.41,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.53,120.42,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.54,118.79,"('Nanping Shi', 'China')",Nanping Shi,China
27.55,113.79,"('Pingxiang', 'China')",Pingxiang,China
27.56,120.5,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.56,120.57,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.57,109.96,"('Huaihua', 'China')",Huaihua,China
27.57,109.97,"('Huaihua Shi', 'China')",Huaihua Shi,China
27.58,120.54,"(None, 'China')",,China
27.58,120.55,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.59,106.85,"('Zunyi', 'China')",Zunyi,China
27.6,113.82,"('Pingxiang', 'China')",Pingxiang,China
27.61,120.54,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.62,111.57,"('Loudi', 'China')",Loudi,China
27.63,104.05,"('Zhaotong Shi', 'China')",Zhaotong Shi,China
27.63,113.5,"('Zhuzhou', 'China')",Zhuzhou,China
27.63,113.85,"('Pingxiang Shi', 'China')",Pingxiang Shi,China
27.63,113.87,"('Pingxiang Shi', 'China')",Pingxiang Shi,China
27.63,117.92,"('Nanping', 'China')",Nanping,China
27.64,113.84,"('Pingxiang Shi', 'China')",Pingxiang Shi,China
27.64,113.86,"('Pingxiang Shi', 'China')",Pingxiang Shi,China
27.64,113.87,"('Pingxiang Shi', 'China')",Pingxiang Shi,China
27.64,113.88,"('Pingxiang', 'China')",Pingxiang,China
27.65,120.57,"('Wenzhou', 'China')",Wenzhou,China
27.66,113.49,"('Zhuzhou', 'China')",Zhuzhou,China
27.66,113.51,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.67,112.01,"('Loudi', 'China')",Loudi,China
27.67,113.51,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.67,120.56,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.68,111.42,"('Loudi', 'China')",Loudi,China
27.68,113.5,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.69,106.93,"('Zunyi Shi', 'China')",Zunyi Shi,China
27.69,106.94,"('Zunyi Shi', 'China')",Zunyi Shi,China
27.69,118.07,"('Nanping', 'China')",Nanping,China
27.7,109.18,"('Tongren', 'China')",Tongren,China
27.7,111.69,"('Loudi', 'China')",Loudi,China
27.71,105.19,"('Zhaotong', 'China')",Zhaotong,China
27.71,106.91,"('Zunyi', 'China')",Zunyi,China
27.71,112.01,"('Loudi Shi', 'China')",Loudi Shi,China
27.72,106.95,"('Zunyi', 'China')",Zunyi,China
27.72,111.97,"('Loudi', 'China')",Loudi,China
27.72,111.98,"('Loudi', 'China')",Loudi,China
27.73,109.19,"('Tongren Shi', 'China')",Tongren Shi,China
27.73,111.32,"('Loudi Shi', 'China')",Loudi Shi,China
27.73,112.01,"('Loudi Shi', 'China')",Loudi Shi,China
27.73,112.52,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.74,111.3,"('Loudi Shi', 'China')",Loudi Shi,China
27.74,112.01,"('Loudi Shi', 'China')",Loudi Shi,China
27.74,112.68,"('Xiangtan', 'China')",Xiangtan,China
27.74,113.2,"('Zhuzhou', 'China')",Zhuzhou,China
27.75,111.99,"('Loudi Shi', 'China')",Loudi Shi,China
27.76,107.48,"('Zunyi', 'China')",Zunyi,China
27.76,108.32,"('Tongren', 'China')",Tongren,China
27.76,111.98,"('Loudi', 'China')",Loudi,China
27.76,112.73,"('Xiangtan', 'China')",Xiangtan,China
27.76,112.77,"('Xiangtan', 'China')",Xiangtan,China
27.76,113.7,"('Zhuzhou', 'China')",Zhuzhou,China
27.76,120.65,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.77,104.58,"('Zhaotong', 'China')",Zhaotong,China
27.77,111.98,"('Loudi', 'China')",Loudi,China
27.77,120.64,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.78,113.15,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.78,114.38,"('Yichun Shi', 'China')",Yichun Shi,China
27.78,114.55,"('Yichun', 'China')",Yichun,China
27.78,120.63,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.78,120.66,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.79,114.38,"('Yichun Shi', 'China')",Yichun Shi,China
27.79,114.55,"('Yichun', 'China')",Yichun,China
27.79,120.41,"('Wenzhou', 'China')",Wenzhou,China
27.8,113.42,"('Zhuzhou', 'China')",Zhuzhou,China
27.8,114.35,"('Yichun Shi', 'China')",Yichun Shi,China
27.8,114.38,"('Yichun Shi', 'China')",Yichun Shi,China
27.8,114.41,"('Yichun Shi', 'China')",Yichun Shi,China
27.8,120.63,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.81,112.92,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.81,114.4,"('Yichun Shi', 'China')",Yichun Shi,China
27.81,114.94,"('Xinyu Shi', 'China')",Xinyu Shi,China
27.82,111.74,"('Loudi', 'China')",Loudi,China
27.82,113.07,"('Zhuzhou', 'China')",Zhuzhou,China
27.82,113.1,"('Zhuzhou', 'China')",Zhuzhou,China
27.82,113.12,"('Zhuzhou', 'China')",Zhuzhou,China
27.82,113.13,"('Zhuzhou', 'China')",Zhuzhou,China
27.82,114.37,"('Yichun', 'China')",Yichun,China
27.82,114.38,"('Yichun Shi', 'China')",Yichun Shi,China
27.82,114.39,"('Yichun Shi', 'China')",Yichun Shi,China
27.82,114.4,"('Yichun Shi', 'China')",Yichun Shi,China
27.82,114.91,"('Xinyu Shi', 'China')",Xinyu Shi,China
27.82,114.92,"('Xinyu Shi', 'China')",Xinyu Shi,China
27.82,120.72,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.83,112.91,"('Xiangtan', 'China')",Xiangtan,China
27.83,112.92,"('Xiangtan', 'China')",Xiangtan,China
27.83,112.93,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.83,113.13,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.83,113.15,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.83,113.17,"('Zhuzhou', 'China')",Zhuzhou,China
27.83,114.41,"('Yichun', 'China')",Yichun,China
27.83,120.68,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.84,105.04,"('Zhaotong', 'China')",Zhaotong,China
27.84,112.61,"('Xiangtan', 'China')",Xiangtan,China
27.84,112.92,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.84,113.15,"(None, 'China')",,China
27.84,114.4,"('Yichun', 'China')",Yichun,China
27.84,114.91,"('Xinyu', 'China')",Xinyu,China
27.84,114.92,"('Xinyu', 'China')",Xinyu,China
27.84,120.59,"('Wenzhou', 'China')",Wenzhou,China
27.85,111.17,"('Loudi', 'China')",Loudi,China
27.85,113.14,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.85,113.15,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.85,113.16,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.85,113.22,"('Zhuzhou', 'China')",Zhuzhou,China
27.85,120.81,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.86,109.79,"('Huaihua Shi', 'China')",Huaihua Shi,China
27.86,109.8,"('Huaihua Shi', 'China')",Huaihua Shi,China
27.86,112.88,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.86,113.14,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.87,109.79,"('Huaihua', 'China')",Huaihua,China
27.87,112.9,"('Xiangtan', 'China')",Xiangtan,China
27.87,118.85,"('Lishui', 'China')",Lishui,China
27.87,120.55,"('Wenzhou', 'China')",Wenzhou,China
27.88,113.1,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.88,113.11,"('Zhuzhou Shi', 'China')",Zhuzhou Shi,China
27.89,102.27,"('Liangshan Yizuzizhizhou', 'China')",Liangshan Yizuzizhizhou,China
27.89,113.09,"('Zhuzhou', 'China')",Zhuzhou,China
27.9,112.91,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.9,114.29,"('Yichun', 'China')",Yichun,China
27.91,112.91,"('Xiangtan Shi', 'China')",Xiangtan Shi,China
27.91,115.43,"(""Ji'an"", 'China')",Ji'an,China
27.92,118.53,"('Nanping Shi', 'China')",Nanping Shi,China
27.93,108.26,"('Tongren', 'China')",Tongren,China
27.94,111.13,"('Loudi', 'China')",Loudi,China
27.94,116.3,"('Fuzhou Shi', 'China')",Fuzhou Shi,China
27.96,120.6,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.97,120.74,"('Wenzhou', 'China')",Wenzhou,China
27.97,120.79,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.98,120.69,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.98,120.75,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.99,120.6,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.99,120.69,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
27.99,120.7,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.0,120.63,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.0,120.64,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.0,120.67,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.0,120.68,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.0,120.73,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.0,120.78,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.01,113.0,"('Changsha Shi', 'China')",Changsha Shi,China
28.01,115.55,"('Yichun', 'China')",Yichun,China
28.01,120.61,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.01,120.65,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.01,120.66,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.01,120.67,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.01,120.68,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.02,120.6,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.02,120.66,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.02,120.67,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.02,120.8,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.02,120.86,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.03,112.97,"('Changsha', 'China')",Changsha,China
28.03,120.59,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.04,120.59,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.04,120.64,"('Wenzhou', 'China')",Wenzhou,China
28.04,121.06,"('Undefined', 'Undefined')",Undefined,Undefined
28.05,114.16,"('Yichun', 'China')",Yichun,China
28.05,119.12,"('Lishui Shi', 'China')",Lishui Shi,China
28.05,120.69,"('Wenzhou', 'China')",Wenzhou,China
28.06,120.89,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.07,112.21,"('Changsha', 'China')",Changsha,China
28.07,119.13,"('Lishui Shi', 'China')",Lishui Shi,China
28.07,120.49,"('Wenzhou', 'China')",Wenzhou,China
28.07,120.62,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.08,119.12,"('Lishui', 'China')",Lishui,China
28.08,120.92,"('Wenzhou Shi', 'China')",Wenzhou Shi,China
28.08,121.27,"('Taizhou Shi', 'China')",Taizhou Shi,China
28.09,120.5,"('Wenzhou', 'China')",Wenzhou,China
